id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,montant_brut,chiffre_affaires,taux_marge,marge_brute,profit_net,mois,indicateur_retour,nombre_commandes_par_client,valeur_vie_client
CMD109192,2025-07-26,C0910,Douala,Mode,Produit_Mode_37,33.72,2,0.1,4.98,Carte,Influenceur,16.23,Retournée,67.44,60.696,0.45,27.3132,6.1031999999999975,2025-07,1,2,101.8485
CMD109193,2025-12-20,C0379,Abidjan,Beauté,Produit_Beauté_50,17.92,2,0.07,7.9,Virement,Influenceur,15.36,Livrée,35.84,33.3312,0.5,16.6656,-6.5943999999999985,2025-12,0,25,8087.951
CMD109194,2025-08-20,C1988,Libreville,Beauté,Produit_Beauté_2,9.33,2,0.04,6.63,Carte,Google Ads,3.33,Livrée,18.66,17.9136,0.5,8.9568,-1.0032000000000005,2025-08,0,6,957.8256999999999
CMD109195,2025-12-04,C1394,Cotonou,Beauté,Produit_Beauté_15,11.36,3,0.06,8.14,Paiement à la livraison,Email,0.56,Livrée,34.08,32.035199999999996,0.5,16.017599999999998,7.317599999999997,2025-12,0,4,123.21289999999999
CMD109196,2025-07-29,C0113,Dakar,Beauté,Produit_Beauté_1,38.25,3,0.01,3.75,Mobile Money,Influenceur,10.44,Livrée,114.75,113.60249999999999,0.5,56.801249999999996,42.61125,2025-07,0,12,1906.0874000000001
CMD109197,2025-12-16,C0340,Kinshasa,Électronique,Produit_Électronique_20,347.96,1,0.1,5.69,Mobile Money,Instagram Ads,5.04,Livrée,347.96,313.164,0.15,46.974599999999995,36.2446,2025-12,0,20,4694.0243
CMD109198,2025-09-04,C0122,Abidjan,Mode,Produit_Mode_32,35.94,2,0.24,3.22,Carte,Email,1.26,Livrée,71.88,54.6288,0.45,24.58296,20.10296,2025-09,0,15,3425.8562
CMD109199,2025-07-31,C0171,Abidjan,Beauté,Produit_Beauté_24,45.44,2,0.1,6.99,Mobile Money,Google Ads,4.32,Livrée,90.88,81.792,0.5,40.896,29.586,2025-07,0,13,2877.3151
CMD109200,2025-11-04,C1105,Kinshasa,Mode,Produit_Mode_39,26.64,3,0.05,5.52,Paiement à la livraison,Google Ads,4.18,Livrée,79.92,75.92399999999999,0.45,34.1658,24.465799999999998,2025-11,0,3,764.2231999999999
CMD109201,2025-07-20,C0155,Abidjan,Mode,Produit_Mode_31,26.96,2,0.16,2.49,Mobile Money,Instagram Ads,7.69,Livrée,53.92,45.2928,0.45,20.38176,10.201759999999997,2025-07,0,17,3792.9892
CMD109202,2025-08-11,C0595,Dakar,Beauté,Produit_Beauté_12,38.28,3,0.01,9.94,Virement,Google Ads,4.67,Livrée,114.84,113.69160000000001,0.5,56.845800000000004,42.235800000000005,2025-08,0,2,229.5096
CMD109203,2025-07-10,C0292,Dakar,Mode,Produit_Mode_23,48.47,1,0.18,4.83,Carte,Instagram Ads,13.27,Livrée,48.47,39.745400000000004,0.45,17.885430000000003,-0.2145699999999966,2025-07,0,17,3245.8181
CMD109204,2025-08-06,C1106,Abidjan,Maison,Produit_Maison_50,92.08,2,0.06,2.4,Carte,Email,0.82,Livrée,184.16,173.1104,0.3,51.933119999999995,48.713119999999996,2025-08,0,5,2408.1403999999998
CMD109205,2025-11-22,C0259,Cotonou,Beauté,Produit_Beauté_28,31.21,2,0.3,5.97,Carte,Instagram Ads,6.4,Livrée,62.42,43.693999999999996,0.5,21.846999999999998,9.476999999999999,2025-11,0,14,2352.8123
CMD109206,2025-10-12,C0028,Cotonou,Beauté,Produit_Beauté_4,32.22,3,0.04,7.96,Carte,Google Ads,6.57,Livrée,96.66,92.7936,0.5,46.3968,31.866799999999998,2025-10,0,15,5131.5617
CMD109207,2025-10-04,C0010,Dakar,Beauté,Produit_Beauté_29,19.99,2,0.13,7.35,Paiement à la livraison,Instagram Ads,9.14,Livrée,39.98,34.782599999999995,0.5,17.391299999999998,0.9012999999999973,2025-10,0,17,2896.9272
CMD109208,2025-10-08,C0340,Kinshasa,Maison,Produit_Maison_7,48.52,3,0.01,7.18,Mobile Money,Google Ads,6.94,Livrée,145.56,144.1044,0.3,43.23132,29.111319999999996,2025-10,0,20,4694.0243
CMD109209,2025-10-08,C0241,Kinshasa,Mode,Produit_Mode_3,37.94,2,0.08,8.1,Carte,Google Ads,5.39,Livrée,75.88,69.8096,0.45,31.414320000000004,17.92432,2025-10,0,15,5272.0516
CMD109210,2025-07-05,C0210,Kinshasa,Beauté,Produit_Beauté_31,25.92,2,0.21,4.02,Virement,Instagram Ads,13.95,Livrée,51.84,40.9536,0.5,20.4768,2.506800000000002,2025-07,0,17,2264.2136
CMD109211,2025-09-18,C0398,Dakar,Maison,Produit_Maison_42,233.59,2,0.21,9.87,Paiement à la livraison,Instagram Ads,13.02,Livrée,467.18,369.0722,0.3,110.72166,87.83166,2025-09,0,13,2958.958
CMD109212,2025-08-30,C0230,Kinshasa,Électronique,Produit_Électronique_48,324.37,1,0.07,7.41,Carte,Email,1.36,Livrée,324.37,301.66409999999996,0.15,45.24961499999999,36.479614999999995,2025-08,0,14,6528.515
CMD109213,2025-12-25,C0187,Douala,Électronique,Produit_Électronique_4,326.27,1,0.14,4.11,Mobile Money,Instagram Ads,8.95,Livrée,326.27,280.5922,0.15,42.088829999999994,29.028829999999996,2025-12,0,14,5381.9273
CMD109214,2025-08-15,C0303,Libreville,Mode,Produit_Mode_13,53.09,2,0.07,5.87,Mobile Money,Instagram Ads,14.8,Livrée,106.18,98.7474,0.45,44.43633,23.76633,2025-08,0,16,3770.6794
CMD109215,2025-10-13,C0242,Abidjan,Beauté,Produit_Beauté_8,20.36,2,0.05,2.64,Virement,Google Ads,6.93,Livrée,40.72,38.684,0.5,19.342,9.771999999999998,2025-10,0,16,7257.4621
CMD109216,2025-07-24,C0339,Dakar,Maison,Produit_Maison_48,122.15,1,0.1,5.68,Carte,Instagram Ads,6.09,Livrée,122.15,109.935,0.3,32.9805,21.2105,2025-07,0,17,3790.4906
CMD109217,2025-08-22,C1474,Dakar,Électronique,Produit_Électronique_25,259.08,3,0.06,2.57,Mobile Money,Influenceur,6.47,Retournée,777.24,730.6056,0.15,109.59084,100.55084000000001,2025-08,1,2,777.5889
CMD109218,2025-08-09,C0012,Kinshasa,Beauté,Produit_Beauté_30,26.87,1,0.0,6.7,Paiement à la livraison,Google Ads,6.75,Livrée,26.87,26.87,0.5,13.435,-0.01499999999999968,2025-08,0,19,5058.7638
CMD109219,2025-12-20,C0370,Abidjan,Beauté,Produit_Beauté_11,37.81,3,0.09,2.57,Virement,Influenceur,19.3,Livrée,113.43,103.22130000000001,0.5,51.61065000000001,29.740650000000006,2025-12,0,17,3317.6285
CMD109220,2025-08-09,C0166,Cotonou,Mode,Produit_Mode_22,56.49,1,0.09,3.65,Paiement à la livraison,Instagram Ads,10.77,Livrée,56.49,51.4059,0.45,23.132655000000003,8.712655000000005,2025-08,0,16,3390.1582
CMD109221,2025-12-28,C1012,Abidjan,Beauté,Produit_Beauté_28,48.09,3,0.09,4.94,Carte,Email,1.68,Livrée,144.27,131.28570000000002,0.5,65.64285000000001,59.02285000000001,2025-12,0,4,2118.5649000000003
CMD109222,2025-12-02,C0189,Kinshasa,Maison,Produit_Maison_14,154.88,3,0.21,9.28,Carte,Instagram Ads,12.11,Livrée,464.64,367.0656,0.3,110.11968,88.72968,2025-12,0,18,3040.0008
CMD109223,2025-10-07,C0181,Kinshasa,Électronique,Produit_Électronique_11,449.13,1,0.22,3.43,Virement,Instagram Ads,6.84,Livrée,449.13,350.3214,0.15,52.54821,42.27821,2025-10,0,15,3304.4656
CMD109224,2025-08-22,C0130,Kinshasa,Maison,Produit_Maison_25,169.6,1,0.07,8.05,Paiement à la livraison,Google Ads,7.41,Livrée,169.6,157.72799999999998,0.3,47.31839999999999,31.858399999999985,2025-08,0,21,3079.8836
CMD109225,2025-08-02,C0357,Abidjan,Électronique,Produit_Électronique_32,224.86,2,0.22,7.71,Carte,Instagram Ads,9.65,Livrée,449.72,350.7816,0.15,52.61724,35.25724,2025-08,0,19,5455.3144
CMD109227,2025-09-24,C1548,Abidjan,Maison,Produit_Maison_45,117.51,3,0.1,9.41,Mobile Money,Email,0.55,Livrée,352.53000000000003,317.27700000000004,0.3,95.18310000000001,85.22310000000002,2025-09,0,5,750.5296000000001
CMD109228,2025-07-12,C0218,Libreville,Électronique,Produit_Électronique_24,317.74,3,0.06,6.47,Mobile Money,Email,0.75,Livrée,953.22,896.0268,0.15,134.40402,127.18402,2025-07,0,16,4811.5136
CMD109229,2025-09-12,C1090,Kinshasa,Maison,Produit_Maison_15,93.36,2,0.16,2.66,Virement,Instagram Ads,11.52,Livrée,186.72,156.8448,0.3,47.053439999999995,32.87344,2025-09,0,3,633.8398
CMD109230,2025-11-01,C0335,Abidjan,Maison,Produit_Maison_45,130.49,1,0.08,5.82,Carte,Email,0.67,Livrée,130.49,120.05080000000001,0.3,36.01524,29.525239999999997,2025-11,0,11,2542.6812
CMD109231,2025-12-13,C0384,Dakar,Maison,Produit_Maison_15,96.57,2,0.07,5.02,Paiement à la livraison,Google Ads,5.07,Livrée,193.14,179.62019999999998,0.3,53.88605999999999,43.79605999999999,2025-12,0,18,6170.9803999999995
CMD109232,2025-07-18,C0023,Kinshasa,Beauté,Produit_Beauté_16,25.63,2,0.1,4.41,Virement,Instagram Ads,5.16,Livrée,51.26,46.134,0.5,23.067,13.497,2025-07,0,12,1655.3348
CMD109233,2025-11-22,C0379,Libreville,Maison,Produit_Maison_50,138.46,1,0.09,7.99,Carte,Influenceur,5.32,Livrée,138.46,125.99860000000001,0.3,37.79958,24.489579999999997,2025-11,0,25,8087.951
CMD109234,2025-12-11,C1396,Kinshasa,Maison,Produit_Maison_17,49.46,3,0.07,9.16,Mobile Money,Google Ads,6.44,Livrée,148.38,137.99339999999998,0.3,41.398019999999995,25.79801999999999,2025-12,0,2,1700.2914
CMD109236,2025-12-11,C0031,Douala,Électronique,Produit_Électronique_34,223.74,3,0.29,2.24,Carte,Instagram Ads,14.5,Livrée,671.22,476.5662,0.15,71.48492999999999,54.74493,2025-12,0,17,3852.863
CMD109237,2025-11-09,C0269,Abidjan,Électronique,Produit_Électronique_23,640.12,3,0.1,9.94,Virement,Email,1.14,Livrée,1920.3600000000001,1728.324,0.15,259.2486,248.16860000000003,2025-11,0,18,6242.7876
CMD109238,2025-11-06,C1944,Abidjan,Maison,Produit_Maison_21,180.28,3,0.03,5.56,Virement,Email,0.53,Livrée,540.84,524.6148000000001,0.3,157.38444,151.29444,2025-11,0,4,1736.9284
CMD109240,2025-11-22,C1456,Douala,Beauté,Produit_Beauté_11,28.06,1,0.1,2.43,Virement,Influenceur,5.42,Livrée,28.06,25.253999999999998,0.5,12.626999999999999,4.776999999999999,2025-11,0,2,95.4222
CMD109241,2025-12-09,C0029,Kinshasa,Maison,Produit_Maison_25,212.23,2,0.07,5.2,Mobile Money,Instagram Ads,13.85,Livrée,424.46,394.7477999999999,0.3,118.42433999999997,99.37433999999998,2025-12,0,12,4340.956099999999
CMD109242,2025-11-13,C0244,Brazzaville,Électronique,Produit_Électronique_38,160.03,2,0.01,7.8,Virement,Google Ads,5.38,Livrée,320.06,316.8594,0.15,47.528909999999996,34.34891,2025-11,0,14,3231.2520999999997
CMD109243,2025-11-04,C1081,Dakar,Beauté,Produit_Beauté_34,11.23,1,0.09,5.48,Paiement à la livraison,Instagram Ads,14.59,Livrée,11.23,10.2193,0.5,5.10965,-14.96035,2025-11,0,1,10.2193
CMD109244,2025-12-12,C1858,Douala,Électronique,Produit_Électronique_15,432.88,3,0.08,9.34,Virement,Email,0.68,Livrée,1298.6399999999999,1194.7487999999998,0.15,179.21231999999998,169.19231999999997,2025-12,0,4,1324.9447
CMD109246,2025-10-12,C1069,Dakar,Électronique,Produit_Électronique_24,255.75,2,0.04,3.4,Virement,Google Ads,6.45,Livrée,511.5,491.03999999999996,0.15,73.65599999999999,63.80599999999998,2025-10,0,2,657.3983999999999
CMD109247,2025-07-28,C0308,Dakar,Maison,Produit_Maison_19,30.87,1,0.04,3.99,Mobile Money,Influenceur,5.1,Livrée,30.87,29.6352,0.3,8.89056,-0.19943999999999917,2025-07,0,20,2974.7232000000004
CMD109248,2025-10-14,C0330,Lomé,Électronique,Produit_Électronique_30,427.76,2,0.05,4.87,Mobile Money,Google Ads,4.71,Livrée,855.52,812.7439999999999,0.15,121.91159999999998,112.33159999999998,2025-10,0,24,4800.608200000001
CMD109249,2025-09-25,C0224,Abidjan,Électronique,Produit_Électronique_1,323.78,2,0.08,3.35,Carte,Instagram Ads,12.27,Livrée,647.56,595.7552,0.15,89.36327999999999,73.74328,2025-09,0,13,3907.8471
CMD109250,2025-08-07,C1275,Kinshasa,Mode,Produit_Mode_40,39.2,3,0.29,7.99,Virement,Instagram Ads,11.63,Livrée,117.60000000000001,83.496,0.45,37.5732,17.953199999999995,2025-08,0,3,333.0684
CMD109251,2025-12-12,C0162,Libreville,Maison,Produit_Maison_23,143.32,1,0.08,6.23,Paiement à la livraison,Google Ads,4.79,Livrée,143.32,131.8544,0.3,39.55632,28.536319999999996,2025-12,0,16,3803.4536
CMD109252,2025-10-24,C0104,Abidjan,Beauté,Produit_Beauté_37,29.86,3,0.03,5.84,Carte,Influenceur,15.29,Livrée,89.58,86.8926,0.5,43.4463,22.316300000000005,2025-10,0,15,1295.9193
CMD109253,2025-12-31,C0039,Kinshasa,Maison,Produit_Maison_5,179.44,3,0.11,6.94,Carte,Instagram Ads,8.13,Livrée,538.3199999999999,479.10479999999995,0.3,143.73144,128.66144,2025-12,0,18,3230.4673
CMD109254,2025-09-12,C0208,Cotonou,Beauté,Produit_Beauté_40,20.84,1,0.19,6.39,Carte,Instagram Ads,9.2,Livrée,20.84,16.8804,0.5,8.4402,-7.149799999999998,2025-09,0,20,3575.3558
CMD109255,2025-11-01,C0288,Cotonou,Beauté,Produit_Beauté_5,31.31,2,0.04,7.98,Virement,Google Ads,5.79,Livrée,62.62,60.115199999999994,0.5,30.057599999999997,16.287599999999998,2025-11,0,13,3870.3156000000004
CMD109256,2025-12-16,C0218,Dakar,Électronique,Produit_Électronique_25,623.48,1,0.09,5.66,Carte,Email,0.71,Livrée,623.48,567.3668,0.15,85.10502,78.73502,2025-12,0,16,4811.5136
CMD109257,2025-11-23,C0454,Abidjan,Maison,Produit_Maison_3,141.31,3,0.25,8.51,Virement,Instagram Ads,13.31,Livrée,423.93,317.9475,0.3,95.38425,73.56424999999999,2025-11,0,2,408.6155
CMD109258,2025-07-19,C0934,Douala,Maison,Produit_Maison_3,121.05,2,0.05,7.14,Mobile Money,Google Ads,5.91,Annulée,242.1,0.0,0.3,0.0,-5.91,2025-07,0,3,369.25469999999996
CMD109259,2025-09-02,C0992,Douala,Électronique,Produit_Électronique_7,593.41,1,0.03,8.89,Paiement à la livraison,Google Ads,4.73,Annulée,593.41,0.0,0.15,0.0,-4.73,2025-09,0,4,234.8878
CMD109260,2025-11-13,C0234,Kinshasa,Beauté,Produit_Beauté_31,38.47,1,0.03,8.23,Paiement à la livraison,Google Ads,6.49,Livrée,38.47,37.3159,0.5,18.65795,3.937949999999999,2025-11,0,21,5739.3765
CMD109261,2025-12-26,C0110,Douala,Mode,Produit_Mode_37,34.52,2,0.28,5.71,Paiement à la livraison,Instagram Ads,6.97,Livrée,69.04,49.708800000000004,0.45,22.36896,9.688960000000002,2025-12,0,14,2675.7016
CMD109262,2025-08-06,C0312,Brazzaville,Mode,Produit_Mode_27,27.67,2,0.23,9.11,Virement,Instagram Ads,12.45,Livrée,55.34,42.6118,0.45,19.175310000000003,-2.3846899999999955,2025-08,0,23,3204.7672000000002
CMD109263,2025-07-13,C0008,Abidjan,Beauté,Produit_Beauté_31,29.99,3,0.05,2.59,Paiement à la livraison,Email,1.97,Livrée,89.97,85.47149999999999,0.5,42.735749999999996,38.175749999999994,2025-07,0,15,2916.5744
CMD109264,2025-09-13,C0304,Abidjan,Beauté,Produit_Beauté_5,26.72,3,0.06,2.71,Carte,Email,0.99,Livrée,80.16,75.3504,0.5,37.6752,33.975199999999994,2025-09,0,14,3113.4964999999997
CMD109265,2025-11-09,C0189,Libreville,Maison,Produit_Maison_25,103.6,2,0.17,2.34,Paiement à la livraison,Instagram Ads,12.17,Livrée,207.2,171.97599999999997,0.3,51.59279999999999,37.08279999999999,2025-11,0,18,3040.0008
CMD109266,2025-07-19,C0193,Cotonou,Maison,Produit_Maison_16,91.78,2,0.01,2.42,Virement,Influenceur,12.31,Livrée,183.56,181.7244,0.3,54.51732,39.787319999999994,2025-07,0,21,5867.909900000001
CMD109267,2025-10-25,C0255,Lomé,Mode,Produit_Mode_7,50.0,3,0.16,5.58,Carte,Google Ads,6.73,Retournée,150.0,126.0,0.45,56.7,44.39,2025-10,1,13,2639.9386
CMD109268,2025-07-02,C1536,Dakar,Mode,Produit_Mode_11,35.66,1,0.26,9.13,Carte,Instagram Ads,13.99,Livrée,35.66,26.388399999999997,0.45,11.87478,-11.245220000000002,2025-07,0,1,26.388399999999997
CMD109269,2025-12-27,C0111,Kinshasa,Électronique,Produit_Électronique_21,430.37,3,0.09,3.83,Carte,Email,1.43,Livrée,1291.1100000000001,1174.9101,0.15,176.236515,170.97651499999998,2025-12,0,12,4472.3819
CMD109270,2025-07-25,C0073,Kinshasa,Beauté,Produit_Beauté_49,15.95,2,0.02,5.9,Carte,Google Ads,4.69,Livrée,31.9,31.261999999999997,0.5,15.630999999999998,5.040999999999998,2025-07,0,20,4683.5417
CMD109271,2025-11-17,C1503,Kinshasa,Maison,Produit_Maison_18,133.03,1,0.1,4.92,Mobile Money,Influenceur,15.12,Livrée,133.03,119.727,0.3,35.9181,15.878100000000002,2025-11,0,3,1662.2133999999999
CMD109272,2025-11-28,C0195,Douala,Maison,Produit_Maison_5,116.78,3,0.06,9.89,Paiement à la livraison,Google Ads,3.17,Livrée,350.34000000000003,329.31960000000004,0.3,98.79588000000001,85.73588000000001,2025-11,0,19,4944.9617
CMD109273,2025-07-11,C0225,Abidjan,Beauté,Produit_Beauté_6,27.55,3,0.23,2.82,Virement,Instagram Ads,8.95,Livrée,82.65,63.6405,0.5,31.82025,20.050250000000002,2025-07,0,11,1264.1689000000001
CMD109274,2025-07-21,C1925,Kinshasa,Électronique,Produit_Électronique_15,398.54,1,0.06,6.18,Paiement à la livraison,Instagram Ads,9.2,Livrée,398.54,374.6276,0.15,56.19414,40.814139999999995,2025-07,0,3,1744.2595999999999
CMD109276,2025-10-06,C0069,Douala,Mode,Produit_Mode_33,19.59,2,0.18,7.8,Virement,Google Ads,3.07,Livrée,39.18,32.1276,0.45,14.45742,3.587420000000001,2025-10,0,18,5024.5404
CMD109277,2025-12-09,C0221,Dakar,Mode,Produit_Mode_5,44.76,3,0.23,9.44,Carte,Email,1.49,Livrée,134.28,103.3956,0.45,46.528020000000005,35.598020000000005,2025-12,0,12,2655.9458
CMD109278,2025-11-02,C0079,Lomé,Beauté,Produit_Beauté_20,31.97,3,0.22,6.42,Virement,Instagram Ads,5.5,Livrée,95.91,74.8098,0.5,37.4049,25.484899999999996,2025-11,0,17,3639.7877
CMD109279,2025-11-30,C0167,Kinshasa,Mode,Produit_Mode_46,50.0,2,0.28,8.11,Mobile Money,Instagram Ads,7.1,Retournée,100.0,72.0,0.45,32.4,17.189999999999998,2025-11,1,15,4559.5647
CMD109280,2025-09-09,C0320,Abidjan,Maison,Produit_Maison_34,66.45,2,0.24,6.28,Carte,Instagram Ads,9.31,Livrée,132.9,101.004,0.3,30.3012,14.7112,2025-09,0,25,6671.5523
CMD109281,2025-12-17,C0290,Kinshasa,Mode,Produit_Mode_41,25.65,3,0.28,2.82,Virement,Google Ads,6.35,Livrée,76.94999999999999,55.40399999999999,0.45,24.931799999999996,15.761799999999996,2025-12,0,21,3863.6962
CMD109282,2025-11-12,C0356,Douala,Maison,Produit_Maison_1,90.81,1,0.09,8.68,Virement,Instagram Ads,14.91,Livrée,90.81,82.6371,0.3,24.79113,1.2011299999999991,2025-11,0,20,5941.2095
CMD109283,2025-08-13,C0128,Kinshasa,Électronique,Produit_Électronique_27,493.63,1,0.1,6.18,Mobile Money,Google Ads,5.93,Livrée,493.63,444.267,0.15,66.64005,54.53005,2025-08,0,16,3906.5503
CMD109284,2025-08-25,C0191,Kinshasa,Beauté,Produit_Beauté_43,29.85,3,0.27,9.99,Carte,Instagram Ads,9.07,Livrée,89.55000000000001,65.37150000000001,0.5,32.685750000000006,13.625750000000004,2025-08,0,20,6295.508
CMD109285,2025-10-27,C0588,Cotonou,Beauté,Produit_Beauté_8,27.49,1,0.03,8.84,Paiement à la livraison,Google Ads,5.34,Livrée,27.49,26.6653,0.5,13.33265,-0.8473500000000005,2025-10,0,2,895.2108999999999
CMD109286,2025-12-23,C0314,Abidjan,Maison,Produit_Maison_26,118.97,3,0.05,6.67,Carte,Email,1.65,Retournée,356.90999999999997,339.06449999999995,0.3,101.71934999999998,93.39934999999997,2025-12,1,13,2769.9716
CMD109287,2025-07-24,C1260,Douala,Mode,Produit_Mode_7,34.04,3,0.07,3.71,Mobile Money,Google Ads,5.9,Livrée,102.12,94.9716,0.45,42.73722,33.12722,2025-07,0,1,94.9716
CMD109288,2025-11-12,C0217,Cotonou,Beauté,Produit_Beauté_18,18.49,3,0.07,4.07,Paiement à la livraison,Google Ads,7.84,Livrée,55.47,51.58709999999999,0.5,25.793549999999996,13.883549999999996,2025-11,0,17,2204.0146
CMD109289,2025-09-17,C0085,Abidjan,Mode,Produit_Mode_36,59.32,1,0.05,5.64,Paiement à la livraison,Instagram Ads,7.5,Livrée,59.32,56.354,0.45,25.3593,12.2193,2025-09,0,17,4530.4989
CMD109290,2025-07-03,C0099,Abidjan,Mode,Produit_Mode_20,40.67,3,0.2,3.6,Carte,Google Ads,4.1,Livrée,122.01,97.608,0.45,43.9236,36.2236,2025-07,0,14,2598.5957
CMD109291,2025-12-04,C0016,Kinshasa,Mode,Produit_Mode_27,47.55,2,0.23,8.9,Paiement à la livraison,Instagram Ads,8.47,Livrée,95.1,73.227,0.45,32.95215,15.582150000000004,2025-12,0,18,5880.4164
CMD109292,2025-10-09,C1551,Dakar,Maison,Produit_Maison_37,116.16,1,0.28,9.02,Mobile Money,Instagram Ads,8.73,Livrée,116.16,83.6352,0.3,25.09056,7.34056,2025-10,0,5,915.3167
CMD109293,2025-10-05,C0080,Brazzaville,Maison,Produit_Maison_42,113.5,1,0.04,6.42,Paiement à la livraison,Google Ads,6.01,Livrée,113.5,108.96,0.3,32.687999999999995,20.257999999999996,2025-10,0,17,3881.7312
CMD109294,2025-09-18,C1225,Douala,Maison,Produit_Maison_17,129.66,1,0.04,8.69,Carte,Google Ads,6.31,Annulée,129.66,0.0,0.3,0.0,-6.31,2025-09,0,2,37.9566
CMD109295,2025-12-30,C0212,Dakar,Mode,Produit_Mode_17,72.38,2,0.22,6.78,Virement,Email,1.34,Livrée,144.76,112.91279999999999,0.45,50.810759999999995,42.69075999999999,2025-12,0,20,5856.5986
CMD109296,2025-09-21,C1738,Dakar,Mode,Produit_Mode_27,55.88,1,0.27,7.8,Virement,Influenceur,15.95,Livrée,55.88,40.7924,0.45,18.35658,-5.393419999999999,2025-09,0,2,100.43690000000001
CMD109297,2025-09-27,C0367,Kinshasa,Électronique,Produit_Électronique_45,532.97,1,0.1,3.16,Mobile Money,Google Ads,4.49,Livrée,532.97,479.67300000000006,0.15,71.95095,64.30095000000001,2025-09,0,19,5148.8181
CMD109298,2025-12-10,C0176,Cotonou,Électronique,Produit_Électronique_30,492.56,1,0.06,4.62,Mobile Money,Email,1.36,Livrée,492.56,463.0064,0.15,69.45096,63.47095999999999,2025-12,0,22,4796.8914
CMD109299,2025-11-06,C0433,Kinshasa,Électronique,Produit_Électronique_34,667.71,2,0.06,8.65,Mobile Money,Email,0.9,Livrée,1335.42,1255.2948,0.15,188.29421999999997,178.74421999999996,2025-11,0,4,1447.5321
CMD109300,2025-10-27,C0299,Kinshasa,Électronique,Produit_Électronique_30,418.5,3,0.07,2.74,Mobile Money,Instagram Ads,7.02,Livrée,1255.5,1167.615,0.15,175.14225,165.38224999999997,2025-10,0,22,6454.0234
CMD109301,2025-10-05,C0164,Dakar,Beauté,Produit_Beauté_9,21.16,3,0.2,3.39,Virement,Instagram Ads,7.41,Livrée,63.480000000000004,50.784000000000006,0.5,25.392000000000003,14.592000000000002,2025-10,0,14,2123.0719
CMD109302,2025-11-05,C1573,Dakar,Beauté,Produit_Beauté_28,50.0,3,0.03,8.87,Virement,Influenceur,19.5,Livrée,150.0,145.5,0.5,72.75,44.38,2025-11,0,3,231.42180000000002
CMD109303,2025-12-24,C0321,Brazzaville,Électronique,Produit_Électronique_13,421.76,2,0.07,8.76,Carte,Instagram Ads,8.15,Livrée,843.52,784.4735999999999,0.15,117.67103999999998,100.76103999999997,2025-12,0,17,3385.913
CMD109304,2025-07-08,C0318,Abidjan,Électronique,Produit_Électronique_15,656.98,1,0.01,4.64,Virement,Email,1.86,Livrée,656.98,650.4102,0.15,97.56153,91.06153,2025-07,0,16,7399.414199999999
CMD109305,2025-10-07,C0387,Libreville,Mode,Produit_Mode_23,59.38,2,0.08,3.37,Virement,Influenceur,19.31,Livrée,118.76,109.2592,0.45,49.16664,26.486640000000005,2025-10,0,16,3613.0669000000003
CMD109306,2025-08-21,C0283,Douala,Électronique,Produit_Électronique_16,289.76,1,0.15,6.88,Mobile Money,Instagram Ads,14.88,Livrée,289.76,246.296,0.15,36.944399999999995,15.184399999999995,2025-08,0,18,4693.4809000000005
CMD109307,2025-09-17,C0681,Dakar,Maison,Produit_Maison_23,179.94,2,0.06,9.3,Mobile Money,Instagram Ads,8.56,Livrée,359.88,338.2872,0.3,101.48616,83.62616,2025-09,0,6,3094.5256
CMD109308,2025-10-08,C0082,Douala,Beauté,Produit_Beauté_24,29.98,2,0.21,4.13,Paiement à la livraison,Instagram Ads,14.15,Livrée,59.96,47.3684,0.5,23.6842,5.404200000000001,2025-10,0,23,7425.4733
CMD109309,2025-11-01,C0621,Douala,Maison,Produit_Maison_15,94.34,1,0.01,8.23,Carte,Influenceur,17.73,Livrée,94.34,93.3966,0.3,28.018980000000003,2.058980000000002,2025-11,0,2,156.86610000000002
CMD109310,2025-12-27,C0001,Abidjan,Électronique,Produit_Électronique_41,342.6,2,0.12,7.19,Mobile Money,Instagram Ads,14.45,Retournée,685.2,602.976,0.15,90.4464,68.8064,2025-12,1,26,7197.438
CMD109311,2025-10-28,C0149,Lomé,Mode,Produit_Mode_24,32.43,3,0.17,9.8,Carte,Google Ads,5.24,Livrée,97.28999999999999,80.7507,0.45,36.337815,21.297815,2025-10,0,12,3052.3871999999997
CMD109313,2025-07-30,C0729,Dakar,Électronique,Produit_Électronique_41,299.76,1,0.09,4.48,Carte,Instagram Ads,5.57,Livrée,299.76,272.7816,0.15,40.91724,30.867240000000002,2025-07,0,6,1251.4313
CMD109314,2025-10-06,C0433,Douala,Beauté,Produit_Beauté_40,26.63,3,0.0,6.48,Mobile Money,Google Ads,4.69,Annulée,79.89,0.0,0.5,0.0,-4.69,2025-10,0,4,1447.5321
CMD109315,2025-09-08,C0037,Dakar,Mode,Produit_Mode_47,57.36,2,0.2,6.37,Paiement à la livraison,Google Ads,5.02,Livrée,114.72,91.77600000000001,0.45,41.299200000000006,29.90920000000001,2025-09,0,16,2990.1920999999998
CMD109316,2025-10-12,C0295,Lomé,Beauté,Produit_Beauté_13,32.18,1,0.19,2.67,Paiement à la livraison,Instagram Ads,7.6,Livrée,32.18,26.065800000000003,0.5,13.032900000000001,2.762900000000002,2025-10,0,10,2335.2592
